centroid_positions,cluster_mass,centroid_filepath
"[0.32773157954216003, 0.7210503220558167, 0.8294214606285095, 0.4175436198711395, 0.9265195727348328, 0.4656864404678345, 0.9280773401260376, 0.4883478879928589, 0.3930877149105072, 0.34104374051094055, 0.18235847353935242, 0.36600634455680847, 0.43846118450164795, 0.8578850626945496, 0.3545241057872772, 0.3980087339878082, 0.2931738793849945, 0.4439513683319092, 0.38035905361175537, 0.7227591276168823, 0.41585952043533325, 0.29657426476478577, 0.7029802799224854, 0.4096250832080841, 0.45506277680397034, 0.24126382172107697, 0.5165876150131226, 1.0, 0.35886862874031067, 0.3945492208003998, 0.5204915404319763, 0.38372039794921875, 0.2848781645298004, 0.31560900807380676, 0.21199092268943787, 0.31679338216781616, 0.3353908360004425, 0.5545589923858643, 0.3339719772338867, 0.9644847512245178, 0.9958357810974121, 0.23410624265670776, 0.40366050601005554, 0.39120233058929443, 0.808839738368988, 0.22030167281627655, 0.38079017400741577, 0.4301448464393616, 0.2605595886707306, 0.3593806028366089, 0.35747164487838745, 0.4501955509185791, 0.4640178680419922, 0.3325529396533966, 0.17655247449874878, 0.3135518431663513, 0.3563395142555237, 0.5188491344451904, 0.22767961025238037, 0.3399098813533783, 0.44160106778144836, 0.4766709804534912, 0.21240703761577606, 0.41291543841362, 0.3988940417766571, 0.4580669403076172, 0.2848477363586426, 0.4730156362056732, 0.1674862951040268, 0.13839827477931976, 0.5271333456039429, 0.5527670383453369, 0.05277140066027641, 0.21822093427181244, 0.3688966929912567, 0.40342947840690613, 0.36739450693130493, 0.47280657291412354, 0.3363747298717499, 0.7471067309379578, 0.11718450486660004, 0.530052661895752, 0.7116570472717285, 0.24488206207752228, 0.1850355565547943, 0.4283350110054016, 0.40331143140792847, 0.3710022568702698, 0.3899085223674774, 0.24716010689735413, 0.6534594297409058, 0.16940519213676453, 0.5793426632881165, 0.4209691286087036, 0.4089357852935791, 0.7514553666114807, 0.42594653367996216, 0.6245520114898682, 0.839741587638855, 0.31814420223236084, 0.5115429162979126, 0.4272245764732361, 0.8365671634674072, 0.21469786763191223, 0.7434385418891907, 0.9508364200592041, 0.4010709822177887, 0.8348937630653381, 0.4427112936973572, 0.6903021335601807, 0.5247706770896912, 0.38627389073371887, 0.404308021068573, 0.4711894392967224, 0.4777598977088928, 0.7631112337112427, 0.6241438984870911, 0.23721055686473846, 0.9926541447639465, 0.8623958826065063, 0.3207080066204071, 0.8440309166908264, 0.06518936902284622, 0.683290958404541, 0.3864486813545227, 0.19747145473957062, 0.3009078800678253, 0.7620761394500732]",0.48783373832702637,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Bix Beiderbecke - In a Mist.mp3
"[0.3771052658557892, 0.21898208558559418, 0.49216529726982117, 0.6605521440505981, 0.3748985230922699, 0.8429431319236755, 0.8796703815460205, 0.38303446769714355, 0.16836246848106384, 0.7835151553153992, 0.37954452633857727, 0.35100534558296204, 0.3052912950515747, 0.5104007124900818, 0.41386279463768005, 0.3094932436943054, 0.35335445404052734, 0.26313596963882446, 0.3372109830379486, 0.4317176938056946, 0.4244502782821655, 0.3282776176929474, 0.4575445055961609, 0.3802279531955719, 0.7094603776931763, 0.4480748772621155, 0.45378443598747253, 0.31964635848999023, 0.2673620283603668, 0.43555015325546265, 0.4241566061973572, 0.4041622579097748, 0.34242451190948486, 0.19636477530002594, 0.9330691695213318, 0.2060440480709076, 0.324276864528656, 0.5065652132034302, 0.35102254152297974, 0.5157145857810974, 0.31595396995544434, 0.5303162336349487, 0.4007094204425812, 0.3367413580417633, 0.5738673210144043, 0.3272784650325775, 0.3082827925682068, 0.4973404109477997, 0.3671295642852783, 0.2712325155735016, 0.9392454028129578, 0.29953014850616455, 0.7725343108177185, 0.3981037139892578, 0.2276066541671753, 0.9803639650344849, 0.3489304780960083, 0.3540780246257782, 0.4951600432395935, 0.18228672444820404, 0.2814818024635315, 0.35484859347343445, 0.3408764600753784, 0.3178881108760834, 0.3241092562675476, 0.8828009366989136, 0.45951950550079346, 0.17417742311954498, 0.24612843990325928, 0.2054605484008789, 0.3334708511829376, 0.5943073630332947, 0.2942269742488861, 0.37275072932243347, 0.44469788670539856, 0.11557579040527344, 0.6121876239776611, 0.2274121791124344, 0.3200426399707794, 0.5696274042129517, 0.3273738920688629, 0.32443544268608093, 0.5653152465820312, 0.2342224270105362, 0.46262186765670776, 0.1618843823671341, 0.33640632033348083, 0.4622177481651306, 0.2032655030488968, 0.6337220072746277, 0.5304008722305298, 0.3206119239330292, 0.8590453267097473, 0.313992440700531, 0.5208350419998169, 0.46735718846321106, 0.5351820588111877, 0.44499778747558594, 0.6334612369537354, 0.26158538460731506, 0.6095894575119019, 0.5177753567695618, 0.7049025893211365, 0.2439873367547989, 0.6422460079193115, 0.48100516200065613, 0.28398287296295166, 0.38606828451156616, 0.9883460402488708, 0.4001067876815796, 0.38174957036972046, 0.45192480087280273, 0.32788071036338806, 0.6027006506919861, 0.3932800590991974, 0.3145734667778015, 0.47373834252357483, 0.6994267702102661, 0.8568804264068604, 0.36104217171669006, 0.4095458984375, 0.7083754539489746, 0.5169253349304199, 0.2910046875476837, 0.40875062346458435, 0.48855164647102356, 0.31153786182403564, 0.9733233451843262]",0.45768511295318604,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Bix Beiderbecke And Frankie Trumbauer - Singin' The Blues.mp3
"[0.8655287027359009, 0.8418604135513306, 0.33316174149513245, 0.3303477466106415, 0.4147185981273651, 0.41126832365989685, 0.3916774392127991, 0.3697656989097595, 0.35403895378112793, 0.4390307664871216, 0.38092324137687683, 0.39488232135772705, 0.4435672461986542, 0.4545530378818512, 0.45201608538627625, 0.2340797334909439, 0.590301513671875, 0.7734420895576477, 0.4837965965270996, 0.7249601483345032, 0.5786375403404236, 0.3065812289714813, 0.47275930643081665, 0.8171253800392151, 0.41461560130119324, 0.36455199122428894, 0.5544136762619019, 0.46380117535591125, 0.36566540598869324, 0.5588371157646179, 0.37060311436653137, 0.436040461063385, 0.3247954249382019, 0.28565335273742676, 0.6227031350135803, 0.7166432738304138, 0.36227259039878845, 0.42135199904441833, 0.4157724976539612, 0.46304136514663696, 0.9712466597557068, 0.4006898105144501, 0.33817538619041443, 0.6324726343154907, 0.5110223293304443, 0.3909555971622467, 0.3847869336605072, 0.5560731887817383, 0.401252806186676, 0.8934877514839172, 0.6111911535263062, 0.2596436142921448, 0.7637428641319275, 0.30674517154693604, 0.3142005503177643, 0.3740643560886383, 0.29757824540138245, 0.3942073881626129, 0.4408320188522339, 0.6139706373214722, 0.29274845123291016, 0.46503037214279175, 0.6006844639778137, 0.5033241510391235, 0.3710905909538269, 0.4025462865829468, 0.9005659222602844, 0.2393062710762024, 0.4248190224170685, 0.23615151643753052, 0.826267421245575, 0.4031767249107361, 0.2391803115606308, 0.2823450267314911, 0.17736569046974182, 0.08943098783493042, 0.42326706647872925, 0.8233540654182434, 0.4236936867237091, 0.08584238588809967, 0.3114870488643646, 0.6736517548561096, 0.6139208078384399, 0.3534698486328125, 0.3722582161426544, 0.22760732471942902, 0.26090356707572937, 0.6277431845664978, 0.3477061092853546, 0.2595992386341095, 0.5697810053825378, 0.4950708746910095, 0.640743613243103, 0.27947765588760376, 0.38191846013069153, 0.8413652181625366, 0.5909611582756042, 0.5271415114402771, 0.7095027565956116, 0.44446974992752075, 0.5391460061073303, 0.3354637920856476, 0.33909735083580017, 0.3730635344982147, 0.5972481369972229, 0.3305546045303345, 0.4069017767906189, 0.41573143005371094, 0.40682828426361084, 0.5221700072288513, 0.2464303970336914, 0.993488073348999, 0.33137452602386475, 0.27302372455596924, 0.2312851995229721, 0.32027915120124817, 0.4772779941558838, 0.3577641248703003, 0.30011123418807983, 0.5536711812019348, 0.8090437054634094, 0.39505475759506226, 0.39481520652770996, 0.39367276430130005, 0.5193387269973755, 0.4146967828273773, 0.4302865266799927, 0.35473600029945374]",0.3996029794216156,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Biz Markie - Just a Friend.mp3
"[0.5378556251525879, 0.277875155210495, 0.46217256784439087, 0.2881653904914856, 0.4437350928783417, 0.4092564880847931, 0.3456534445285797, 0.4518573582172394, 0.3687093257904053, 0.28422367572784424, 0.6483675241470337, 0.5758718252182007, 0.4243590533733368, 0.3960878252983093, 0.42730602622032166, 0.3683870732784271, 0.46802788972854614, 0.37022513151168823, 0.31356480717658997, 0.5045725703239441, 0.37213870882987976, 0.3360774517059326, 0.5279547572135925, 0.6687021255493164, 0.21746563911437988, 0.40652579069137573, 0.494095116853714, 0.34216123819351196, 0.3923121988773346, 0.648800253868103, 0.47362756729125977, 0.3943740725517273, 0.4272528886795044, 0.31255945563316345, 0.8266786932945251, 0.5734783411026001, 0.3728422224521637, 0.6856644153594971, 0.4472368061542511, 0.49699240922927856, 0.6448100209236145, 0.44861382246017456, 0.5763418674468994, 0.596973717212677, 0.3158899247646332, 0.2749086320400238, 0.5176904201507568, 0.3075374662876129, 0.32510682940483093, 0.4139545261859894, 0.2098616659641266, 0.33890897035598755, 0.7006208896636963, 0.5648857355117798, 0.3687436282634735, 0.47234418988227844, 0.3962094485759735, 0.22213801741600037, 0.8681466579437256, 0.274075448513031, 0.7384454011917114, 0.317719429731369, 0.3124907612800598, 0.9174256920814514, 0.44405367970466614, 0.2590884864330292, 0.23946090042591095, 0.37888866662979126, 0.6216017007827759, 0.2570815980434418, 0.4771181643009186, 0.9063354134559631, 0.21088404953479767, 0.5800146460533142, 0.34845879673957825, 0.11499373614788055, 0.8679335117340088, 0.7976859211921692, 0.4953905940055847, 0.259217232465744, 0.7139378190040588, 0.28006917238235474, 0.28352752327919006, 0.28865769505500793, 0.22440055012702942, 0.5581805109977722, 0.999394416809082, 0.2893109619617462, 0.33294081687927246, 0.618028998374939, 0.4020593762397766, 0.3859804570674896, 0.3672269880771637, 0.3414757251739502, 0.9919326305389404, 0.6377362608909607, 0.4322326183319092, 0.7882015109062195, 0.3457309901714325, 0.44262105226516724, 0.42313870787620544, 0.3491327464580536, 0.44655412435531616, 0.43727314472198486, 0.35359033942222595, 0.4841599762439728, 0.7061886191368103, 0.4035290479660034, 0.40204817056655884, 0.3492375910282135, 0.3637918531894684, 0.6500040292739868, 0.3447304964065552, 0.3179212510585785, 0.3211978077888489, 0.47961506247520447, 0.43636420369148254, 0.5199639201164246, 0.5070597529411316, 0.545752227306366, 0.5407923460006714, 0.1967501938343048, 0.5273444652557373, 0.5866345763206482, 0.4852259159088135, 0.3352919816970825, 0.4737190306186676, 0.3571212589740753]",0.40156781673431396,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Biz Markie - Nobody Beats the Biz (Best Of).mp3
"[0.4380767047405243, 0.39166492223739624, 0.5404674410820007, 0.5090003609657288, 0.46123865246772766, 0.4588083028793335, 0.36238473653793335, 0.6234935522079468, 0.4115621745586395, 0.46834596991539, 0.5331518054008484, 0.603371798992157, 0.4056062698364258, 0.5434675216674805, 0.4958205223083496, 0.4749138057231903, 0.4272020161151886, 0.4721236228942871, 0.428941011428833, 0.4545344412326813, 0.5607573986053467, 0.4576188623905182, 0.5513832569122314, 0.3748861253261566, 0.4290721118450165, 0.43086498975753784, 0.6227772235870361, 0.3498675525188446, 0.48844265937805176, 0.4279516637325287, 0.655426025390625, 0.434330552816391, 0.5935981273651123, 0.5646454691886902, 0.4498738646507263, 0.38985565304756165, 0.33498334884643555, 0.6394066214561462, 0.3747023642063141, 0.5224465727806091, 0.6431100368499756, 0.5182350277900696, 0.35595211386680603, 0.29693520069122314, 0.737683892250061, 0.7510237693786621, 0.2408430576324463, 0.29596754908561707, 0.5818818807601929, 0.47205471992492676, 0.1752420961856842, 0.7253865599632263, 0.3200526833534241, 0.47944945096969604, 0.5406598448753357, 0.5839524865150452, 0.3063962459564209, 0.6154390573501587, 0.26912423968315125, 0.3721422553062439, 0.6038174629211426, 0.3341716229915619, 0.3989281952381134, 0.46246337890625, 0.6006180644035339, 0.3523026704788208, 0.23508687317371368, 0.4397560656070709, 0.3970663845539093, 0.39660024642944336, 0.4890593886375427, 0.21017661690711975, 0.5225404500961304, 0.7328455448150635, 0.5935741662979126, 0.8139782547950745, 0.46681520342826843, 0.4826864004135132, 0.4123574495315552, 0.3894522488117218, 0.46051907539367676, 0.29127004742622375, 0.6096683144569397, 0.2858884334564209, 0.5922385454177856, 0.25178343057632446, 0.4023427367210388, 0.5732350945472717, 0.24814708530902863, 0.30738115310668945, 0.45293718576431274, 0.5544846057891846, 0.4747781455516815, 0.45882436633110046, 0.4025372266769409, 0.4239944815635681, 0.6533178091049194, 0.7083689570426941, 0.49588289856910706, 0.3863424062728882, 0.417656272649765, 0.512935996055603, 0.31445154547691345, 0.8016465306282043, 0.4379371404647827, 0.4848918318748474, 0.41041454672813416, 0.3445366621017456, 0.4253828525543213, 0.4404873847961426, 0.47936028242111206, 0.4109794497489929, 0.7577698230743408, 0.4329516887664795, 0.5612756609916687, 0.44499731063842773, 0.3541795313358307, 0.5696237087249756, 0.4681337773799896, 0.44062313437461853, 0.6441348791122437, 0.4108567237854004, 0.43079209327697754, 0.4667169749736786, 0.2995421886444092, 0.5086449980735779, 0.564439058303833, 0.5184426307678223]",0.3633905351161957,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Bizarre Inc - Playing With Knives [Quadrant Mix}.mp3
"[0.5772452354431152, 0.4619014859199524, 0.45739319920539856, 0.802726149559021, 0.3578962981700897, 0.5125996470451355, 0.422685831785202, 0.33378398418426514, 0.8036659359931946, 0.26481106877326965, 0.6811202764511108, 0.27547743916511536, 0.6663939952850342, 0.8462913632392883, 0.5464528203010559, 0.3569951057434082, 0.2728714644908905, 0.4021272659301758, 0.3229479491710663, 0.770104169845581, 0.3307008743286133, 0.29137519001960754, 0.9195654988288879, 0.32677558064460754, 0.845030665397644, 0.2592800259590149, 0.3956514894962311, 0.305301308631897, 0.8353277444839478, 0.31489571928977966, 0.30970194935798645, 0.3256640136241913, 0.3273395299911499, 0.3847154378890991, 0.21627916395664215, 0.44288817048072815, 0.28501009941101074, 0.5334471464157104, 0.28739506006240845, 0.1656983643770218, 0.21540386974811554, 0.5248503088951111, 0.5012351274490356, 0.5329816937446594, 0.5776920914649963, 0.38071325421333313, 0.13185100257396698, 0.5784397721290588, 0.3687207102775574, 0.31832626461982727, 0.7982699871063232, 0.3706537187099457, 0.23112539947032928, 0.6371785998344421, 0.6482887268066406, 0.32774925231933594, 0.36520400643348694, 0.26982972025871277, 0.291292667388916, 0.3063930571079254, 0.249749556183815, 0.23613134026527405, 0.497190922498703, 0.5422993302345276, 0.5020883083343506, 0.5568471550941467, 0.6440401673316956, 0.18917734920978546, 0.5164040327072144, 0.5008787512779236, 0.25524473190307617, 0.712374746799469, 0.49312272667884827, 0.38033926486968994, 0.9641870856285095, 0.21112647652626038, 0.06724787503480911, 0.23025162518024445, 0.46863874793052673, 0.33341914415359497, 0.39070233702659607, 0.577355682849884, 0.2473800778388977, 0.4440807104110718, 0.4396918714046478, 0.6762440204620361, 0.6149165630340576, 0.49156713485717773, 0.6351944804191589, 0.2915288805961609, 0.8656020760536194, 0.38004758954048157, 0.24900121986865997, 0.3635421693325043, 0.5520501732826233, 0.7626768350601196, 0.49557292461395264, 0.4295041859149933, 0.40777158737182617, 0.6569316983222961, 0.5417883396148682, 0.44962573051452637, 0.26316970586776733, 0.5695647597312927, 0.5308511257171631, 0.38014912605285645, 0.4709993600845337, 0.53547203540802, 0.37828829884529114, 0.3929089903831482, 0.34967297315597534, 0.3583049774169922, 0.34677091240882874, 0.44666820764541626, 0.4577954113483429, 0.6850666999816895, 0.37579137086868286, 0.803193986415863, 0.5061386227607727, 0.5493545532226562, 0.42020437121391296, 0.7265034317970276, 0.6717146635055542, 0.42078250646591187, 0.35078081488609314, 0.2940624952316284, 0.5638418793678284, 0.533198356628418]",0.4430624842643738,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Björk - All Is Full Of Love - Original Mix.mp3
"[0.5174369812011719, 0.3199133574962616, 0.4076666831970215, 0.7916551232337952, 0.3894467353820801, 0.34832629561424255, 0.26210862398147583, 0.3848978877067566, 0.3790346384048462, 0.556054413318634, 0.4006010591983795, 0.49078649282455444, 0.433817058801651, 0.4381799101829529, 0.3447759747505188, 0.3275022506713867, 0.3313104510307312, 0.5734666585922241, 0.4109652638435364, 0.3962152898311615, 0.4031074345111847, 0.279030442237854, 0.3202476501464844, 0.3096511960029602, 0.2378096878528595, 0.32737261056900024, 0.4482648968696594, 0.23384027183055878, 0.16976098716259003, 0.5525398850440979, 0.3720649480819702, 0.4191073179244995, 0.46374285221099854, 0.8727338910102844, 0.24625585973262787, 0.3496173620223999, 0.2449645698070526, 0.43254947662353516, 0.3293694257736206, 0.48823171854019165, 0.34586241841316223, 0.26454636454582214, 0.530551016330719, 0.5335679650306702, 0.3721793591976166, 0.2785578966140747, 0.8043714165687561, 0.28182917833328247, 0.3221743702888489, 0.809836208820343, 0.6396763324737549, 0.5253572463989258, 0.18844424188137054, 0.4395163953304291, 0.6126786470413208, 0.4971841871738434, 0.7561319470405579, 0.4054182171821594, 0.33056506514549255, 0.4619086980819702, 0.4363659918308258, 0.3947553038597107, 0.37201303243637085, 0.2996528446674347, 0.3469748795032501, 0.4515916109085083, 0.526298463344574, 0.8038226962089539, 0.5867809653282166, 0.5499529242515564, 0.3350958228111267, 0.6672548055648804, 0.43448084592819214, 0.450440376996994, 0.24484136700630188, 0.055530574172735214, 0.38839811086654663, 0.441355437040329, 0.3494744896888733, 0.46941760182380676, 0.5030689239501953, 0.4885771870613098, 0.3348844647407532, 0.8538245558738708, 0.25071823596954346, 0.26640617847442627, 0.5645065307617188, 0.20313632488250732, 0.6791837215423584, 0.3817934989929199, 0.6115685105323792, 0.4492958188056946, 0.7055128216743469, 0.3669075071811676, 0.31925758719444275, 0.37021008133888245, 0.35921338200569153, 0.7789957523345947, 0.38053885102272034, 0.3923906087875366, 0.5750258564949036, 0.3893057405948639, 0.5677396059036255, 0.21440212428569794, 0.3720969259738922, 0.39782536029815674, 0.5680143237113953, 0.4641795754432678, 0.3824065625667572, 0.3916766047477722, 0.744246780872345, 0.6558573842048645, 0.29380783438682556, 0.7205895185470581, 0.6890237331390381, 0.36392301321029663, 0.3772297501564026, 0.6217225193977356, 0.4025302827358246, 0.30090320110321045, 0.5395990610122681, 0.5564049482345581, 0.48293834924697876, 0.4477851688861847, 0.4778110980987549, 0.2560079097747803, 0.3204646408557892, 0.3957383930683136]",0.4208771288394928,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Björk - Army Of Me.mp3
"[0.26632022857666016, 0.7333051562309265, 0.7739856839179993, 0.4366528391838074, 0.22896048426628113, 0.38780879974365234, 0.585067093372345, 0.6809098124504089, 0.8363430500030518, 0.5881897807121277, 0.5858668684959412, 0.37518638372421265, 0.4561930000782013, 0.34430059790611267, 0.266958624124527, 0.30403631925582886, 0.47143229842185974, 0.322360098361969, 0.7788430452346802, 0.23943166434764862, 0.9357980489730835, 0.27699917554855347, 0.44868138432502747, 0.4981197416782379, 0.4307996332645416, 0.7266996502876282, 0.3118618130683899, 0.3290082514286041, 0.4824663996696472, 0.2549212574958801, 0.533411979675293, 0.2867399752140045, 0.7178211212158203, 0.8638647198677063, 0.3616519868373871, 0.1698402762413025, 0.15297013521194458, 0.2722851037979126, 0.5580040812492371, 0.8131260871887207, 0.27971068024635315, 0.680701732635498, 0.17573627829551697, 0.5846080780029297, 0.5173928141593933, 0.4053748548030853, 0.517949640750885, 0.7020012140274048, 0.13540320098400116, 0.5160071849822998, 0.43818384408950806, 0.2739790678024292, 0.9270623326301575, 0.21281065046787262, 0.736299991607666, 0.6329543590545654, 0.15674704313278198, 0.36686867475509644, 0.09515569359064102, 0.3693165183067322, 0.4275275766849518, 0.5067970156669617, 0.46688324213027954, 0.41924288868904114, 0.30408909916877747, 0.9041105508804321, 0.6600252985954285, 0.08917903900146484, 0.14997431635856628, 0.2488630712032318, 0.11465315520763397, 0.6612023115158081, 0.8193914890289307, 0.8005133867263794, 0.27046337723731995, 0.08715162426233292, 0.6903806924819946, 0.6226819753646851, 0.5733911991119385, 0.7987266778945923, 0.33456718921661377, 0.6977663636207581, 0.44292643666267395, 0.49410152435302734, 0.37798386812210083, 0.5116446018218994, 0.24902865290641785, 0.4200599789619446, 0.32650837302207947, 0.500552773475647, 0.5145398378372192, 0.3818672001361847, 0.7360231876373291, 0.17208756506443024, 0.5082057118415833, 0.4787309169769287, 0.5201085209846497, 0.27107352018356323, 0.5779703855514526, 0.43482792377471924, 0.7469619512557983, 0.3732905387878418, 0.49598297476768494, 0.26003172993659973, 0.6618450284004211, 0.2117779403924942, 0.4906228482723236, 0.4253178536891937, 0.33477893471717834, 0.2739287316799164, 0.34874603152275085, 0.4562170207500458, 0.5022667646408081, 0.740902304649353, 0.4679960012435913, 0.45850086212158203, 0.4568314552307129, 0.6072372198104858, 0.3051776587963104, 0.12782694399356842, 0.5084511637687683, 0.6120374202728271, 0.6007649898529053, 0.3266412615776062, 0.7836676836013794, 0.4242756962776184, 0.6063868999481201, 0.4163462221622467]",0.4788612723350525,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Björk - Bachelorette.mp3
"[0.6284571886062622, 0.39114058017730713, 0.480688214302063, 0.3694150149822235, 0.5537903308868408, 0.40033236145973206, 0.5374958515167236, 0.393741250038147, 0.44798699021339417, 0.8282662034034729, 0.3372928500175476, 0.5364770293235779, 0.46933725476264954, 0.620316207408905, 0.4915563762187958, 0.5161879658699036, 0.43755725026130676, 0.4770832359790802, 0.49136027693748474, 0.6113194227218628, 0.45188069343566895, 0.3636574447154999, 0.2666388750076294, 0.4042345881462097, 0.4354555606842041, 0.5468544363975525, 0.5838297605514526, 0.34244468808174133, 0.4093959331512451, 0.592495858669281, 0.29781922698020935, 0.5720056891441345, 0.40482333302497864, 0.4324747920036316, 0.29466333985328674, 0.4274663031101227, 0.6435776948928833, 0.34347838163375854, 0.6158745884895325, 0.318646103143692, 0.49707990884780884, 0.30180737376213074, 0.41580626368522644, 0.4078591763973236, 0.44516485929489136, 0.5067471861839294, 0.6487277150154114, 0.5014634728431702, 0.5671691298484802, 0.4430743455886841, 0.47269803285598755, 0.6538143754005432, 0.20911169052124023, 0.9346777200698853, 0.34606170654296875, 0.5058027505874634, 0.44548338651657104, 0.45008325576782227, 0.39283517003059387, 0.34524044394493103, 0.4797467589378357, 0.4124356508255005, 0.4347488582134247, 0.528734028339386, 0.5804405212402344, 0.7578669786453247, 0.8153408765792847, 0.3859233558177948, 0.6068251729011536, 0.2935885787010193, 0.298334002494812, 0.18821190297603607, 0.6455978751182556, 0.25941774249076843, 0.3416682481765747, 0.30976834893226624, 0.1656970977783203, 0.2422633171081543, 0.3343125581741333, 0.2154969573020935, 0.7002078294754028, 0.4112415611743927, 0.4605950713157654, 0.4640624523162842, 0.5643792748451233, 0.33227840065956116, 0.2948051989078522, 0.355694055557251, 0.47362077236175537, 0.2526332139968872, 0.17792657017707825, 0.4577595293521881, 0.3279043138027191, 0.35022780299186707, 0.33495280146598816, 0.34009265899658203, 0.49222517013549805, 0.26380330324172974, 0.5597326755523682, 0.5670376420021057, 0.349843829870224, 0.3774162530899048, 0.3251863718032837, 0.3208066523075104, 0.530042827129364, 0.5708351731300354, 0.641395628452301, 0.3460485637187958, 0.4101545810699463, 0.37594717741012573, 0.3164864480495453, 0.32220181822776794, 0.37505120038986206, 0.8707732558250427, 0.4731144607067108, 0.453410804271698, 0.619691789150238, 0.31262001395225525, 0.5185595750808716, 0.6102964878082275, 0.5468687415122986, 0.49905797839164734, 0.8531563878059387, 0.4440739154815674, 0.4288841187953949, 0.35991188883781433, 0.37575763463974, 0.42552822828292847]",0.3722337484359741,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Björk - Big Time Sensuality.mp3
"[0.42362701892852783, 0.6954099535942078, 0.11799528449773788, 0.4377564489841461, 0.9828895330429077, 0.43581271171569824, 0.22965922951698303, 0.3962364196777344, 0.7549206018447876, 0.23902016878128052, 0.8810862302780151, 0.27934008836746216, 0.9082926511764526, 0.4162450134754181, 0.4245847165584564, 0.20789028704166412, 0.15533794462680817, 0.4429998993873596, 0.33692407608032227, 0.1871003955602646, 0.34454476833343506, 0.33525437116622925, 0.8661472201347351, 0.16902443766593933, 0.4631761312484741, 0.3606681525707245, 0.6349907517433167, 0.12045830488204956, 0.2798340320587158, 0.7688949108123779, 0.11754273623228073, 0.8952034711837769, 0.4033968448638916, 0.675423264503479, 0.11087531596422195, 0.688988208770752, 0.15193068981170654, 0.7622091770172119, 0.9836767315864563, 0.7284398078918457, 0.35858988761901855, 0.6685672402381897, 0.5995807647705078, 0.6492225527763367, 0.673285186290741, 0.3306181728839874, 0.4548018276691437, 0.6039143204689026, 0.7063127160072327, 0.49438226222991943, 0.0, 0.6007332801818848, 0.32578739523887634, 0.2726294994354248, 0.26327329874038696, 0.3323855698108673, 0.4605119228363037, 0.8689839839935303, 0.2769244909286499, 0.5574930906295776, 0.3367253541946411, 0.5985487103462219, 0.4966488480567932, 0.48428285121917725, 0.4497537910938263, 0.5153225660324097, 0.3708898425102234, 0.40369248390197754, 0.48135003447532654, 0.6149289608001709, 0.14301328361034393, 0.5618351697921753, 0.44860967993736267, 0.29281672835350037, 0.5979379415512085, 0.5557212233543396, 0.2729496359825134, 0.8259522318840027, 0.44362759590148926, 0.9886330366134644, 0.4413747489452362, 0.8809725642204285, 0.23001213371753693, 0.3791484534740448, 0.9621235132217407, 0.5177074670791626, 0.294327974319458, 0.6637116074562073, 0.7456355094909668, 0.20224210619926453, 0.3336448073387146, 0.7522733807563782, 0.06950529664754868, 0.8382935523986816, 0.02814202755689621, 0.6657421588897705, 0.5500174760818481, 0.14895029366016388, 0.18064171075820923, 0.8454750180244446, 0.2843482196331024, 0.30387184023857117, 0.6732029914855957, 0.47485822439193726, 0.5844998359680176, 0.18684545159339905, 0.4200112819671631, 0.23192662000656128, 0.5089203119277954, 0.6724038124084473, 0.19988805055618286, 0.4084536135196686, 0.2647651135921478, 0.5177735090255737, 0.8478509783744812, 0.6148247122764587, 0.3211398720741272, 0.5594518780708313, 0.26491779088974, 0.5079072713851929, 0.9303190112113953, 0.996039867401123, 0.47645023465156555, 0.48003965616226196, 0.8993579149246216, 0.49123144149780273, 0.16188335418701172, 0.20462527871131897]",0.4868644177913666,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Björk - Cocoon.mp3
